dataset,nodes,edges,source,target,tau,tau_mode,baseline_cost,baseline_prob,baseline_nodes_explored,baseline_edges_examined,baseline_edges_relaxed,baseline_ms,pruned_cost,pruned_prob,pruned_nodes_explored,pruned_edges_examined,pruned_edges_relaxed,pruned_ms,path_found,speedup,optimality_gap_pct
RetailRocket-event,3,9,addtocart,view,0.395638415219,adaptive,0.57058,0.5651977360,2,3,3,0.003,0.57058,0.5651977360,2,3,1,0.003,True,1.19,0.0
RetailRocket-event,3,9,addtocart,view,0.508677962424,adaptive,0.57058,0.5651977360,2,3,3,0.003,0.57058,0.5651977360,2,3,1,0.004,True,0.7,0.0
RetailRocket-event,3,9,addtocart,view,0.536937849225,adaptive,0.57058,0.5651977360,2,3,3,0.003,0.57058,0.5651977360,2,3,1,0.005,True,0.57,0.0
RetailRocket-event,3,9,addtocart,view,0.559545758666,adaptive,0.57058,0.5651977360,2,3,3,0.003,0.57058,0.5651977360,2,3,1,0.004,True,0.7,0.0
RetailRocket-event,3,9,addtocart,view,0.565197736026,adaptive,0.57058,0.5651977360,2,3,3,0.003,0.57058,0.5651977360,2,3,1,0.004,True,0.72,0.0
RetailRocket-event,3,9,addtocart,view,0.621717509629,adaptive,0.57058,0.5651977360,2,3,3,0.003,,,1,3,0,0.02,False,0.16,
RetailRocket-event,3,9,transaction,addtocart,0.0001,fixed,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,6,0.009,True,1.64,0.0
RetailRocket-event,3,9,transaction,addtocart,0.001,fixed,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,6,0.007,True,1.96,0.0
RetailRocket-event,3,9,transaction,addtocart,0.01,fixed,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,5,0.006,True,2.44,0.0
RetailRocket-event,3,9,transaction,addtocart,0.1,fixed,3.589519,0.0276116061,3,6,6,0.014,,,2,6,3,0.005,False,2.78,
RetailRocket-event,3,9,transaction,addtocart,0.5,fixed,3.589519,0.0276116061,3,6,6,0.014,,,2,6,2,0.004,False,3.23,
RetailRocket-event,3,9,transaction,addtocart,0.00276116061,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,5,0.006,True,2.17,0.0
RetailRocket-event,3,9,transaction,addtocart,0.00828348183,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,5,0.006,True,2.53,0.0
RetailRocket-event,3,9,transaction,addtocart,0.013805803049,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,5,0.006,True,2.36,0.0
RetailRocket-event,3,9,transaction,addtocart,0.019328124269,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,5,0.005,True,2.84,0.0
RetailRocket-event,3,9,transaction,addtocart,0.024850445489,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,4,0.005,True,2.62,0.0
RetailRocket-event,3,9,transaction,addtocart,0.026231025794,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,4,0.005,True,2.9,0.0
RetailRocket-event,3,9,transaction,addtocart,0.027335490038,adaptive,3.589519,0.0276116061,3,6,6,0.014,3.589519,0.0276116061,3,6,4,0.005,True,2.96,0.0
RetailRocket-event,3,9,transaction,addtocart,0.027611606099,adaptive,3.589519,0.0276116061,3,6,6,0.014,,,2,6,3,0.004,False,3.48,
RetailRocket-event,3,9,transaction,addtocart,0.030372766709,adaptive,3.589519,0.0276116061,3,6,6,0.014,,,2,6,3,0.004,False,3.16,
RetailRocket-event,3,9,view,transaction,0.0001,fixed,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,6,0.006,True,1.15,0.0
RetailRocket-event,3,9,view,transaction,0.001,fixed,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,6,0.006,True,1.25,0.0
RetailRocket-event,3,9,view,transaction,0.01,fixed,4.689428,0.0091919426,3,6,6,0.007,,,2,6,3,0.004,False,1.61,
RetailRocket-event,3,9,view,transaction,0.1,fixed,4.689428,0.0091919426,3,6,6,0.007,,,1,3,1,0.003,False,2.45,
RetailRocket-event,3,9,view,transaction,0.5,fixed,4.689428,0.0091919426,3,6,6,0.007,,,1,3,1,0.003,False,2.45,
RetailRocket-event,3,9,view,transaction,0.000919194265,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,6,0.006,True,1.11,0.0
RetailRocket-event,3,9,view,transaction,0.002757582795,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,6,0.005,True,1.31,0.0
RetailRocket-event,3,9,view,transaction,0.004595971325,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,5,0.005,True,1.34,0.0
RetailRocket-event,3,9,view,transaction,0.006434359855,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,5,0.005,True,1.45,0.0
RetailRocket-event,3,9,view,transaction,0.008272748385,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,5,0.006,True,1.25,0.0
RetailRocket-event,3,9,view,transaction,0.008732345517,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,4,0.005,True,1.42,0.0
RetailRocket-event,3,9,view,transaction,0.009100023223,adaptive,4.689428,0.0091919426,3,6,6,0.007,4.689428,0.0091919426,3,6,4,0.005,True,1.34,0.0
RetailRocket-event,3,9,view,transaction,0.00919194265,adaptive,4.689428,0.0091919426,3,6,6,0.007,,,2,6,3,0.004,False,1.69,
RetailRocket-event,3,9,view,transaction,0.010111136915,adaptive,4.689428,0.0091919426,3,6,6,0.007,,,2,6,3,0.004,False,1.73,
RetailRocket-event,3,9,addtocart,transaction,0.0001,fixed,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,6,0.005,True,1.07,0.0
RetailRocket-event,3,9,addtocart,transaction,0.001,fixed,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,6,0.005,True,1.09,0.0
RetailRocket-event,3,9,addtocart,transaction,0.01,fixed,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,5,0.005,True,1.12,0.0
RetailRocket-event,3,9,addtocart,transaction,0.1,fixed,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,4,0.005,True,1.21,0.0
RetailRocket-event,3,9,addtocart,transaction,0.5,fixed,1.487863,0.2258548670,3,6,6,0.006,,,2,6,2,0.004,False,1.45,
RetailRocket-event,3,9,addtocart,transaction,0.0225854867,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,5,0.005,True,1.07,0.0
RetailRocket-event,3,9,addtocart,transaction,0.0677564601,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,4,0.005,True,1.18,0.0
RetailRocket-event,3,9,addtocart,transaction,0.1129274335,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,4,0.005,True,1.21,0.0
RetailRocket-event,3,9,addtocart,transaction,0.1580984069,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,4,0.005,True,1.29,0.0
RetailRocket-event,3,9,addtocart,transaction,0.203269380301,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,4,0.005,True,1.21,0.0
RetailRocket-event,3,9,addtocart,transaction,0.214562123651,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,3,0.004,True,1.29,0.0
RetailRocket-event,3,9,addtocart,transaction,0.223596318331,adaptive,1.487863,0.2258548670,3,6,6,0.006,1.487863,0.2258548670,3,6,3,0.005,True,1.26,0.0
RetailRocket-event,3,9,addtocart,transaction,0.225854867001,adaptive,1.487863,0.2258548670,3,6,6,0.006,,,2,6,2,0.004,False,1.53,
RetailRocket-event,3,9,addtocart,transaction,0.248440353701,adaptive,1.487863,0.2258548670,3,6,6,0.006,,,2,6,2,0.005,False,1.29,
RetailRocket-event,3,9,view,addtocart,0.0001,fixed,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,3,0.004,True,1.0,0.0
RetailRocket-event,3,9,view,addtocart,0.001,fixed,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,3,0.004,True,1.03,0.0
RetailRocket-event,3,9,view,addtocart,0.01,fixed,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.003,True,1.18,0.0
RetailRocket-event,3,9,view,addtocart,0.1,fixed,3.201565,0.0406984484,2,3,3,0.004,,,1,3,1,0.003,False,1.33,
RetailRocket-event,3,9,view,addtocart,0.5,fixed,3.201565,0.0406984484,2,3,3,0.004,,,1,3,1,0.003,False,1.38,
RetailRocket-event,3,9,view,addtocart,0.00406984484,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.004,True,1.11,0.0
RetailRocket-event,3,9,view,addtocart,0.012209534519,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.004,True,0.93,0.0
RetailRocket-event,3,9,view,addtocart,0.020349224199,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.003,True,1.21,0.0
RetailRocket-event,3,9,view,addtocart,0.028488913878,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.004,True,1.14,0.0
RetailRocket-event,3,9,view,addtocart,0.036628603557,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.003,True,1.25,0.0
RetailRocket-event,3,9,view,addtocart,0.038663525977,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.004,True,1.08,0.0
RetailRocket-event,3,9,view,addtocart,0.040291463913,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.003,True,1.54,0.0
RetailRocket-event,3,9,view,addtocart,0.040698448397,adaptive,3.201565,0.0406984484,2,3,3,0.004,3.201565,0.0406984484,2,3,2,0.003,True,1.54,0.0
RetailRocket-event,3,9,view,addtocart,0.044768293237,adaptive,3.201565,0.0406984484,2,3,3,0.004,,,1,3,1,0.002,False,1.74,
RetailRocket-item,44711,101528,29196,53489,0.0001,fixed,14.764601,0.0000003871,26171,80550,80550,122.01,,,1374,9289,1936,6.65,False,18.35,
RetailRocket-item,44711,101528,29196,53489,0.001,fixed,14.764601,0.0000003871,26171,80550,80550,122.01,,,183,1488,263,0.692,False,176.19,
RetailRocket-item,44711,101528,29196,53489,0.01,fixed,14.764601,0.0000003871,26171,80550,80550,122.01,,,4,233,5,0.051,False,2411.27,
RetailRocket-item,44711,101528,29196,53489,0.1,fixed,14.764601,0.0000003871,26171,80550,80550,122.01,,,1,92,1,0.017,False,7394.55,
RetailRocket-item,44711,101528,29196,53489,0.5,fixed,14.764601,0.0000003871,26171,80550,80550,122.01,,,1,92,0,0.015,False,8188.6,
RetailRocket-item,44711,101528,29196,53489,3.8709e-08,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,80381,113.143,True,1.08,0.0
RetailRocket-item,44711,101528,29196,53489,1.16128e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,77960,120.95,True,1.01,0.0
RetailRocket-item,44711,101528,29196,53489,1.93546e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,74338,118.624,True,1.03,0.0
RetailRocket-item,44711,101528,29196,53489,2.70965e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,70109,120.724,True,1.01,0.0
RetailRocket-item,44711,101528,29196,53489,3.48384e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,66523,129.88,True,0.94,0.0
RetailRocket-item,44711,101528,29196,53489,3.67738e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,65626,104.054,True,1.17,0.0
RetailRocket-item,44711,101528,29196,53489,3.83222e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,14.764601,0.0000003871,26171,80550,64946,105.291,True,1.16,0.0
RetailRocket-item,44711,101528,29196,53489,3.87093e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,,,26155,80524,64712,122.963,False,0.99,
RetailRocket-item,44711,101528,29196,53489,4.25802e-07,adaptive,14.764601,0.0000003871,26171,80550,80550,122.01,,,25722,79805,63095,122.686,False,0.99,
RetailRocket-item,44711,101528,111530,231566,0.0001,fixed,19.669653,0.0000000029,33195,89862,89862,152.941,,,748,5205,1139,4.048,False,37.78,
RetailRocket-item,44711,101528,111530,231566,0.001,fixed,19.669653,0.0000000029,33195,89862,89862,152.941,,,126,1115,174,0.457,False,334.66,
RetailRocket-item,44711,101528,111530,231566,0.01,fixed,19.669653,0.0000000029,33195,89862,89862,152.941,,,4,76,6,0.02,False,7685.49,
RetailRocket-item,44711,101528,111530,231566,0.1,fixed,19.669653,0.0000000029,33195,89862,89862,152.941,,,2,57,2,0.011,False,14293.57,
RetailRocket-item,44711,101528,111530,231566,0.5,fixed,19.669653,0.0000000029,33195,89862,89862,152.941,,,1,49,1,0.008,False,18881.63,
RetailRocket-item,44711,101528,111530,231566,2.87e-10,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89862,173.047,True,0.88,0.0
RetailRocket-item,44711,101528,111530,231566,8.6e-10,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89844,140.296,True,1.09,0.0
RetailRocket-item,44711,101528,111530,231566,1.434e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89785,123.848,True,1.23,0.0
RetailRocket-item,44711,101528,111530,231566,2.008e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89739,146.22,True,1.05,0.0
RetailRocket-item,44711,101528,111530,231566,2.581e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89655,145.643,True,1.05,0.0
RetailRocket-item,44711,101528,111530,231566,2.725e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89644,131.023,True,1.17,0.0
RetailRocket-item,44711,101528,111530,231566,2.839e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,19.669653,0.0000000029,33195,89862,89620,141.121,True,1.08,0.0
RetailRocket-item,44711,101528,111530,231566,2.868e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,,,33189,89858,89612,140.223,False,1.09,
RetailRocket-item,44711,101528,111530,231566,3.155e-09,adaptive,19.669653,0.0000000029,33195,89862,89862,152.941,,,33182,89854,89583,143.84,False,1.06,
RetailRocket-item,44711,101528,316753,370215,0.0001,fixed,12.771102,0.0000028417,11400,49306,49306,76.717,,,1073,7593,1578,7.13,False,10.76,
RetailRocket-item,44711,101528,316753,370215,0.001,fixed,12.771102,0.0000028417,11400,49306,49306,76.717,,,160,1645,215,0.691,False,111.07,
RetailRocket-item,44711,101528,316753,370215,0.01,fixed,12.771102,0.0000028417,11400,49306,49306,76.717,,,42,639,42,0.151,False,508.74,
RetailRocket-item,44711,101528,316753,370215,0.1,fixed,12.771102,0.0000028417,11400,49306,49306,76.717,,,1,40,1,0.009,False,8717.89,
RetailRocket-item,44711,101528,316753,370215,0.5,fixed,12.771102,0.0000028417,11400,49306,49306,76.717,,,1,40,1,0.007,False,10655.2,
RetailRocket-item,44711,101528,316753,370215,2.84172e-07,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,46778,52.699,True,1.46,0.0
RetailRocket-item,44711,101528,316753,370215,8.52515e-07,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,36965,51.546,True,1.49,0.0
RetailRocket-item,44711,101528,316753,370215,1.420858e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,30433,47.496,True,1.62,0.0
RetailRocket-item,44711,101528,316753,370215,1.989201e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,25709,53.635,True,1.43,0.0
RetailRocket-item,44711,101528,316753,370215,2.557545e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,22421,48.473,True,1.58,0.0
RetailRocket-item,44711,101528,316753,370215,2.699631e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,21735,46.197,True,1.66,0.0
RetailRocket-item,44711,101528,316753,370215,2.813299e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,21272,39.659,True,1.93,0.0
RetailRocket-item,44711,101528,316753,370215,2.841716e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,12.771102,0.0000028417,11400,49306,21229,39.395,True,1.95,0.0
RetailRocket-item,44711,101528,316753,370215,3.125888e-06,adaptive,12.771102,0.0000028417,11400,49306,49306,76.717,,,10850,47671,19978,46.535,False,1.65,
RetailRocket-item,44711,101528,369447,91829,0.0001,fixed,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,1908,3.69,True,1.72,0.0
RetailRocket-item,44711,101528,369447,91829,0.001,fixed,7.908387,0.0003676471,628,3828,3828,6.348,,,286,1901,376,1.027,False,6.18,
RetailRocket-item,44711,101528,369447,91829,0.01,fixed,7.908387,0.0003676471,628,3828,3828,6.348,,,48,390,50,0.163,False,38.87,
RetailRocket-item,44711,101528,369447,91829,0.1,fixed,7.908387,0.0003676471,628,3828,3828,6.348,,,1,40,1,0.013,False,507.82,
RetailRocket-item,44711,101528,369447,91829,0.5,fixed,7.908387,0.0003676471,628,3828,3828,6.348,,,1,40,0,0.01,False,622.33,
RetailRocket-item,44711,101528,369447,91829,3.6764706e-05,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,2867,3.412,True,1.86,0.0
RetailRocket-item,44711,101528,369447,91829,0.000110294118,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,1829,2.641,True,2.4,0.0
RetailRocket-item,44711,101528,369447,91829,0.000183823529,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,1301,2.242,True,2.83,0.0
RetailRocket-item,44711,101528,369447,91829,0.000257352941,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,1014,2.042,True,3.11,0.0
RetailRocket-item,44711,101528,369447,91829,0.000330882353,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,890,2.038,True,3.11,0.0
RetailRocket-item,44711,101528,369447,91829,0.000349264706,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,880,2.081,True,3.05,0.0
RetailRocket-item,44711,101528,369447,91829,0.000363970588,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,7.908387,0.0003676471,628,3828,836,1.893,True,3.35,0.0
RetailRocket-item,44711,101528,369447,91829,0.000367647059,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,,,604,3710,805,1.797,False,3.53,
RetailRocket-item,44711,101528,369447,91829,0.000404411765,adaptive,7.908387,0.0003676471,628,3828,3828,6.348,,,588,3621,780,1.745,False,3.64,
RetailRocket-item,44711,101528,29196,126606,0.0001,fixed,12.230424,0.0000048797,10353,45655,45655,48.483,,,1374,9289,1936,4.401,False,11.02,
RetailRocket-item,44711,101528,29196,126606,0.001,fixed,12.230424,0.0000048797,10353,45655,45655,48.483,,,183,1488,263,0.528,False,91.86,
RetailRocket-item,44711,101528,29196,126606,0.01,fixed,12.230424,0.0000048797,10353,45655,45655,48.483,,,4,233,5,0.037,False,1299.8,
RetailRocket-item,44711,101528,29196,126606,0.1,fixed,12.230424,0.0000048797,10353,45655,45655,48.483,,,1,92,1,0.013,False,3758.33,
RetailRocket-item,44711,101528,29196,126606,0.5,fixed,12.230424,0.0000048797,10353,45655,45655,48.483,,,1,92,0,0.012,False,4143.8,
RetailRocket-item,44711,101528,29196,126606,4.87972e-07,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,42483,54.374,True,0.89,0.0
RetailRocket-item,44711,101528,29196,126606,1.463915e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,32793,58.825,True,0.82,0.0
RetailRocket-item,44711,101528,29196,126606,2.439858e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,26535,53.676,True,0.9,0.0
RetailRocket-item,44711,101528,29196,126606,3.415801e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,22112,65.551,True,0.74,0.0
RetailRocket-item,44711,101528,29196,126606,4.391744e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,19244,45.846,True,1.06,0.0
RetailRocket-item,44711,101528,29196,126606,4.635729e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,18735,48.843,True,0.99,0.0
RetailRocket-item,44711,101528,29196,126606,4.830918e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,18296,41.299,True,1.17,0.0
RetailRocket-item,44711,101528,29196,126606,4.879715e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,12.230424,0.0000048797,10353,45655,18279,40.279,True,1.2,0.0
RetailRocket-item,44711,101528,29196,126606,5.367687e-06,adaptive,12.230424,0.0000048797,10353,45655,45655,48.483,,,9790,43827,16923,33.614,False,1.44,
RetailRocket-item,44711,101528,37029,109760,0.0001,fixed,12.290414,0.0000045956,12257,51455,51455,63.475,,,1750,11453,2541,6.594,False,9.63,
RetailRocket-item,44711,101528,37029,109760,0.001,fixed,12.290414,0.0000045956,12257,51455,51455,63.475,,,246,2087,334,0.841,False,75.46,
RetailRocket-item,44711,101528,37029,109760,0.01,fixed,12.290414,0.0000045956,12257,51455,51455,63.475,,,59,644,60,0.176,False,360.25,
RetailRocket-item,44711,101528,37029,109760,0.1,fixed,12.290414,0.0000045956,12257,51455,51455,63.475,,,1,54,1,0.014,False,4667.29,
RetailRocket-item,44711,101528,37029,109760,0.5,fixed,12.290414,0.0000045956,12257,51455,51455,63.475,,,1,54,0,0.016,False,3992.15,
RetailRocket-item,44711,101528,37029,109760,4.59559e-07,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,48886,57.322,True,1.11,0.0
RetailRocket-item,44711,101528,37029,109760,1.378676e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,39759,69.373,True,0.91,0.0
RetailRocket-item,44711,101528,37029,109760,2.297794e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,33362,61.572,True,1.03,0.0
RetailRocket-item,44711,101528,37029,109760,3.216912e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,28356,53.553,True,1.19,0.0
RetailRocket-item,44711,101528,37029,109760,4.136029e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,24997,44.343,True,1.43,0.0
RetailRocket-item,44711,101528,37029,109760,4.365809e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,24270,58.493,True,1.09,0.0
RetailRocket-item,44711,101528,37029,109760,4.549632e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,23744,54.342,True,1.17,0.0
RetailRocket-item,44711,101528,37029,109760,4.595588e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,12.290414,0.0000045956,12257,51455,23653,50.059,True,1.27,0.0
RetailRocket-item,44711,101528,37029,109760,5.055147e-06,adaptive,12.290414,0.0000045956,12257,51455,51455,63.475,,,11672,49780,22211,46.745,False,1.36,
RetailRocket-item,44711,101528,29196,38976,0.0001,fixed,10.931141,0.0000178923,4561,24827,24827,29.406,,,1374,9289,1936,6.221,False,4.73,
RetailRocket-item,44711,101528,29196,38976,0.001,fixed,10.931141,0.0000178923,4561,24827,24827,29.406,,,183,1488,263,0.693,False,42.46,
RetailRocket-item,44711,101528,29196,38976,0.01,fixed,10.931141,0.0000178923,4561,24827,24827,29.406,,,4,233,5,0.049,False,598.91,
RetailRocket-item,44711,101528,29196,38976,0.1,fixed,10.931141,0.0000178923,4561,24827,24827,29.406,,,1,92,1,0.017,False,1690.03,
RetailRocket-item,44711,101528,29196,38976,0.5,fixed,10.931141,0.0000178923,4561,24827,24827,29.406,,,1,92,0,0.016,False,1849.47,
RetailRocket-item,44711,101528,29196,38976,1.789229e-06,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,21061,23.986,True,1.23,0.0
RetailRocket-item,44711,101528,29196,38976,5.367687e-06,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,14279,19.12,True,1.54,0.0
RetailRocket-item,44711,101528,29196,38976,8.946144e-06,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,11044,20.434,True,1.44,0.0
RetailRocket-item,44711,101528,29196,38976,1.2524602e-05,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,8977,18.718,True,1.57,0.0
RetailRocket-item,44711,101528,29196,38976,1.610306e-05,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,7520,16.042,True,1.83,0.0
RetailRocket-item,44711,101528,29196,38976,1.6997674e-05,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,7268,17.277,True,1.7,0.0
RetailRocket-item,44711,101528,29196,38976,1.7713366e-05,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,7109,14.546,True,2.02,0.0
RetailRocket-item,44711,101528,29196,38976,1.7892288e-05,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,10.931141,0.0000178923,4561,24827,7077,17.025,True,1.73,0.0
RetailRocket-item,44711,101528,29196,38976,1.9681517e-05,adaptive,10.931141,0.0000178923,4561,24827,24827,29.406,,,4247,23474,6559,16.464,False,1.79,
RetailRocket-item,44711,101528,315543,154563,0.0001,fixed,15.58992,0.0000001696,27732,82855,82855,127.991,,,1188,8457,1800,6.255,False,20.46,
RetailRocket-item,44711,101528,315543,154563,0.001,fixed,15.58992,0.0000001696,27732,82855,82855,127.991,,,174,1542,264,0.854,False,149.82,
RetailRocket-item,44711,101528,315543,154563,0.01,fixed,15.58992,0.0000001696,27732,82855,82855,127.991,,,12,240,14,0.074,False,1718.0,
RetailRocket-item,44711,101528,315543,154563,0.1,fixed,15.58992,0.0000001696,27732,82855,82855,127.991,,,1,53,1,0.015,False,8648.06,
RetailRocket-item,44711,101528,315543,154563,0.5,fixed,15.58992,0.0000001696,27732,82855,82855,127.991,,,1,53,0,0.014,False,9480.84,
