dataset,nodes,edges,source,target,tau,tau_mode,baseline_cost,baseline_prob,baseline_nodes_explored,baseline_edges_examined,baseline_edges_relaxed,baseline_ms,pruned_cost,pruned_prob,pruned_nodes_explored,pruned_edges_examined,pruned_edges_relaxed,pruned_ms,path_found,speedup,optimality_gap_pct
RetailRocket-item,44711,101528,315543,130451,8.094584e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,10877,24.387,True,1.45,0.0
RetailRocket-item,44711,101528,315543,130451,8.176347e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,11.714265,0.0000081763,5995,31625,10807,27.447,True,1.29,0.0
RetailRocket-item,44711,101528,315543,130451,8.993982e-06,adaptive,11.714265,0.0000081763,5995,31625,31625,35.374,,,5707,30445,10124,24.957,False,1.42,
RetailRocket-item,44711,101528,243980,208259,0.0001,fixed,14.605421,0.0000004539,20266,70365,70365,96.657,,,822,6899,1549,3.176,False,30.43,
RetailRocket-item,44711,101528,243980,208259,0.001,fixed,14.605421,0.0000004539,20266,70365,70365,96.657,,,134,1841,216,1.049,False,92.11,
RetailRocket-item,44711,101528,243980,208259,0.01,fixed,14.605421,0.0000004539,20266,70365,70365,96.657,,,9,275,12,0.062,False,1551.48,
RetailRocket-item,44711,101528,243980,208259,0.1,fixed,14.605421,0.0000004539,20266,70365,70365,96.657,,,1,40,1,0.01,False,10068.47,
RetailRocket-item,44711,101528,243980,208259,0.5,fixed,14.605421,0.0000004539,20266,70365,70365,96.657,,,1,40,0,0.008,False,12082.16,
RetailRocket-item,44711,101528,243980,208259,4.5389e-08,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,69810,103.357,True,0.94,0.0
RetailRocket-item,44711,101528,243980,208259,1.36166e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,64318,120.077,True,0.8,0.0
RetailRocket-item,44711,101528,243980,208259,2.26943e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,58312,108.508,True,0.89,0.0
RetailRocket-item,44711,101528,243980,208259,3.1772e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,52714,95.998,True,1.01,0.0
RetailRocket-item,44711,101528,243980,208259,4.08497e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,48329,103.117,True,0.94,0.0
RetailRocket-item,44711,101528,243980,208259,4.31191e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,47476,107.742,True,0.9,0.0
RetailRocket-item,44711,101528,243980,208259,4.49346e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,46797,95.589,True,1.01,0.0
RetailRocket-item,44711,101528,243980,208259,4.53885e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,14.605421,0.0000004539,20266,70365,46619,94.512,True,1.02,0.0
RetailRocket-item,44711,101528,243980,208259,4.99274e-07,adaptive,14.605421,0.0000004539,20266,70365,70365,96.657,,,19604,69112,44645,92.397,False,1.05,
RecSys2015,12935,70442,214820938,214581827,0.0001,fixed,13.480038,0.0000013986,6852,59129,59129,38.611,,,522,21352,1435,5.845,False,6.61,
RecSys2015,12935,70442,214820938,214581827,0.001,fixed,13.480038,0.0000013986,6852,59129,59129,38.611,,,150,10537,221,2.114,False,18.26,
RecSys2015,12935,70442,214820938,214581827,0.01,fixed,13.480038,0.0000013986,6852,59129,59129,38.611,,,14,1690,14,0.231,False,167.0,
RecSys2015,12935,70442,214820938,214581827,0.1,fixed,13.480038,0.0000013986,6852,59129,59129,38.611,,,1,141,1,0.019,False,2032.14,
RecSys2015,12935,70442,214820938,214581827,0.5,fixed,13.480038,0.0000013986,6852,59129,59129,38.611,,,1,141,0,0.017,False,2244.8,
RecSys2015,12935,70442,214820938,214581827,1.3986e-07,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,57251,36.938,True,1.05,0.0
RecSys2015,12935,70442,214820938,214581827,4.1958e-07,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,49041,33.891,True,1.14,0.0
RecSys2015,12935,70442,214820938,214581827,6.99301e-07,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,41731,34.048,True,1.13,0.0
RecSys2015,12935,70442,214820938,214581827,9.79021e-07,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,36876,30.05,True,1.28,0.0
RecSys2015,12935,70442,214820938,214581827,1.258741e-06,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,32672,28.84,True,1.34,0.0
RecSys2015,12935,70442,214820938,214581827,1.328671e-06,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,31769,36.276,True,1.06,0.0
RecSys2015,12935,70442,214820938,214581827,1.384615e-06,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,30913,33.557,True,1.15,0.0
RecSys2015,12935,70442,214820938,214581827,1.398601e-06,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,13.480038,0.0000013986,6852,59129,30826,30.789,True,1.25,0.0
RecSys2015,12935,70442,214820938,214581827,1.538462e-06,adaptive,13.480038,0.0000013986,6852,59129,59129,38.611,,,6655,58517,29559,28.386,False,1.36,
RecSys2015,12935,70442,214820938,214826036,0.0001,fixed,13.333855,0.0000016188,6538,58152,58152,42.573,,,522,21352,1435,6.968,False,6.11,
RecSys2015,12935,70442,214820938,214826036,0.001,fixed,13.333855,0.0000016188,6538,58152,58152,42.573,,,150,10537,221,2.742,False,15.53,
RecSys2015,12935,70442,214820938,214826036,0.01,fixed,13.333855,0.0000016188,6538,58152,58152,42.573,,,14,1690,14,0.348,False,122.34,
RecSys2015,12935,70442,214820938,214826036,0.1,fixed,13.333855,0.0000016188,6538,58152,58152,42.573,,,1,141,1,0.026,False,1637.42,
RecSys2015,12935,70442,214820938,214826036,0.5,fixed,13.333855,0.0000016188,6538,58152,58152,42.573,,,1,141,0,0.025,False,1737.67,
RecSys2015,12935,70442,214820938,214826036,1.61875e-07,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,55926,44.117,True,0.97,0.0
RecSys2015,12935,70442,214820938,214826036,4.85625e-07,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,46750,41.062,True,1.04,0.0
RecSys2015,12935,70442,214820938,214826036,8.09376e-07,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,39666,31.964,True,1.33,0.0
RecSys2015,12935,70442,214820938,214826036,1.133126e-06,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,34597,34.608,True,1.23,0.0
RecSys2015,12935,70442,214820938,214826036,1.456876e-06,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,30213,34.143,True,1.25,0.0
RecSys2015,12935,70442,214820938,214826036,1.537814e-06,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,29548,33.261,True,1.28,0.0
RecSys2015,12935,70442,214820938,214826036,1.602564e-06,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,13.333855,0.0000016188,6538,58152,29031,31.794,True,1.34,0.0
RecSys2015,12935,70442,214820938,214826036,1.618752e-06,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,,,6533,58140,28881,30.655,False,1.39,
RecSys2015,12935,70442,214820938,214826036,1.780627e-06,adaptive,13.333855,0.0000016188,6538,58152,58152,42.573,,,6296,57344,27468,26.599,False,1.6,
RecSys2015,12935,70442,214840762,214582412,0.0001,fixed,13.179122,0.0000018896,5718,55620,55620,32.019,,,643,17861,1481,4.677,False,6.85,
RecSys2015,12935,70442,214840762,214582412,0.001,fixed,13.179122,0.0000018896,5718,55620,55620,32.019,,,178,7367,259,1.482,False,21.6,
RecSys2015,12935,70442,214840762,214582412,0.01,fixed,13.179122,0.0000018896,5718,55620,55620,32.019,,,10,417,13,0.071,False,452.25,
RecSys2015,12935,70442,214840762,214582412,0.1,fixed,13.179122,0.0000018896,5718,55620,55620,32.019,,,2,203,2,0.026,False,1250.74,
RecSys2015,12935,70442,214840762,214582412,0.5,fixed,13.179122,0.0000018896,5718,55620,55620,32.019,,,1,164,0,0.02,False,1609.0,
RecSys2015,12935,70442,214840762,214582412,1.88964e-07,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,50088,35.678,True,0.9,0.0
RecSys2015,12935,70442,214840762,214582412,5.66893e-07,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,37492,32.044,True,1.0,0.0
RecSys2015,12935,70442,214840762,214582412,9.44822e-07,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,30106,30.794,True,1.04,0.0
RecSys2015,12935,70442,214840762,214582412,1.322751e-06,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,25829,27.372,True,1.17,0.0
RecSys2015,12935,70442,214840762,214582412,1.70068e-06,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,22883,27.645,True,1.16,0.0
RecSys2015,12935,70442,214840762,214582412,1.795163e-06,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,22286,23.971,True,1.34,0.0
RecSys2015,12935,70442,214840762,214582412,1.870748e-06,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,13.179122,0.0000018896,5718,55620,22009,25.119,True,1.27,0.0
RecSys2015,12935,70442,214840762,214582412,1.889645e-06,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,,,5715,55613,21905,26.107,False,1.23,
RecSys2015,12935,70442,214840762,214582412,2.078609e-06,adaptive,13.179122,0.0000018896,5718,55620,55620,32.019,,,5489,54717,20501,24.787,False,1.29,
RecSys2015,12935,70442,214684513,214836230,0.0001,fixed,14.788711,0.0000003779,9320,65453,65453,43.536,,,650,20676,1496,5.606,False,7.77,
RecSys2015,12935,70442,214684513,214836230,0.001,fixed,14.788711,0.0000003779,9320,65453,65453,43.536,,,227,12389,319,2.409,False,18.07,
RecSys2015,12935,70442,214684513,214836230,0.01,fixed,14.788711,0.0000003779,9320,65453,65453,43.536,,,10,1346,12,0.197,False,221.22,
RecSys2015,12935,70442,214684513,214836230,0.1,fixed,14.788711,0.0000003779,9320,65453,65453,43.536,,,2,345,2,0.042,False,1036.56,
RecSys2015,12935,70442,214684513,214836230,0.5,fixed,14.788711,0.0000003779,9320,65453,65453,43.536,,,1,215,0,0.026,False,1668.03,
RecSys2015,12935,70442,214684513,214836230,3.7787e-08,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,65396,51.356,True,0.85,0.0
RecSys2015,12935,70442,214684513,214836230,1.13362e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,63485,57.775,True,0.75,0.0
RecSys2015,12935,70442,214684513,214836230,1.88936e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,59927,48.167,True,0.9,0.0
RecSys2015,12935,70442,214684513,214836230,2.6451e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,56406,46.59,True,0.93,0.0
RecSys2015,12935,70442,214684513,214836230,3.40085e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,53648,45.313,True,0.96,0.0
RecSys2015,12935,70442,214684513,214836230,3.58978e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,52818,47.513,True,0.92,0.0
RecSys2015,12935,70442,214684513,214836230,3.74093e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,14.788711,0.0000003779,9320,65453,52384,49.127,True,0.89,0.0
RecSys2015,12935,70442,214684513,214836230,3.77872e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,,,9317,65450,52270,43.423,False,1.0,
RecSys2015,12935,70442,214684513,214836230,4.15659e-07,adaptive,14.788711,0.0000003779,9320,65453,65453,43.536,,,9186,65183,50976,41.641,False,1.05,
RecSys2015,12935,70442,214587384,214832600,0.0001,fixed,12.340097,0.0000043728,3871,48712,48712,27.968,,,559,20460,1473,4.756,False,5.88,
RecSys2015,12935,70442,214587384,214832600,0.001,fixed,12.340097,0.0000043728,3871,48712,48712,27.968,,,155,9072,255,1.731,False,16.16,
RecSys2015,12935,70442,214587384,214832600,0.01,fixed,12.340097,0.0000043728,3871,48712,48712,27.968,,,15,1517,17,0.297,False,94.3,
RecSys2015,12935,70442,214587384,214832600,0.1,fixed,12.340097,0.0000043728,3871,48712,48712,27.968,,,1,145,1,0.026,False,1088.26,
RecSys2015,12935,70442,214587384,214832600,0.5,fixed,12.340097,0.0000043728,3871,48712,48712,27.968,,,1,145,0,0.025,False,1114.27,
RecSys2015,12935,70442,214587384,214832600,4.37284e-07,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,41537,27.427,True,1.02,0.0
RecSys2015,12935,70442,214587384,214832600,1.311853e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,28250,26.539,True,1.05,0.0
RecSys2015,12935,70442,214587384,214832600,2.186421e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,22585,26.922,True,1.04,0.0
RecSys2015,12935,70442,214587384,214832600,3.06099e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,19046,19.468,True,1.44,0.0
RecSys2015,12935,70442,214587384,214832600,3.935558e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,16859,23.15,True,1.21,0.0
RecSys2015,12935,70442,214587384,214832600,4.1542e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,16504,23.852,True,1.17,0.0
RecSys2015,12935,70442,214587384,214832600,4.329114e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,16125,23.341,True,1.2,0.0
RecSys2015,12935,70442,214587384,214832600,4.372842e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,12.340097,0.0000043728,3871,48712,16006,23.455,True,1.19,0.0
RecSys2015,12935,70442,214587384,214832600,4.810127e-06,adaptive,12.340097,0.0000043728,3871,48712,48712,27.968,,,3720,47994,15251,21.895,False,1.28,
RecSys2015,12935,70442,214826810,214839842,0.0001,fixed,10.491248,0.0000277785,1628,35931,35931,20.471,,,507,20896,1425,3.901,False,5.25,
RecSys2015,12935,70442,214826810,214839842,0.001,fixed,10.491248,0.0000277785,1628,35931,35931,20.471,,,241,14003,313,2.507,False,8.16,
RecSys2015,12935,70442,214826810,214839842,0.01,fixed,10.491248,0.0000277785,1628,35931,35931,20.471,,,19,2969,22,0.443,False,46.22,
RecSys2015,12935,70442,214826810,214839842,0.1,fixed,10.491248,0.0000277785,1628,35931,35931,20.471,,,1,238,1,0.029,False,703.46,
RecSys2015,12935,70442,214826810,214839842,0.5,fixed,10.491248,0.0000277785,1628,35931,35931,20.471,,,1,238,0,0.028,False,736.36,
RecSys2015,12935,70442,214826810,214839842,2.777852e-06,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,21624,12.363,True,1.66,0.0
RecSys2015,12935,70442,214826810,214839842,8.333556e-06,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,13792,14.673,True,1.4,0.0
RecSys2015,12935,70442,214826810,214839842,1.3889259e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,10541,14.102,True,1.45,0.0
RecSys2015,12935,70442,214826810,214839842,1.9444963e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,7358,11.658,True,1.76,0.0
RecSys2015,12935,70442,214826810,214839842,2.5000667e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,6120,11.734,True,1.74,0.0
RecSys2015,12935,70442,214826810,214839842,2.6389593e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,5721,12.588,True,1.63,0.0
RecSys2015,12935,70442,214826810,214839842,2.7500733e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,10.491248,0.0000277785,1628,35931,5591,11.928,True,1.72,0.0
RecSys2015,12935,70442,214826810,214839842,2.7778519e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,,,1594,35590,5467,12.681,False,1.61,
RecSys2015,12935,70442,214826810,214839842,3.055637e-05,adaptive,10.491248,0.0000277785,1628,35931,35931,20.471,,,1465,34420,4910,10.774,False,1.9,
RecSys2015,12935,70442,214821277,214545480,0.0001,fixed,17.94541,0.0000000161,11003,68227,68227,57.572,,,462,18306,1149,5.496,False,10.48,
RecSys2015,12935,70442,214821277,214545480,0.001,fixed,17.94541,0.0000000161,11003,68227,68227,57.572,,,73,6586,134,1.509,False,38.15,
RecSys2015,12935,70442,214821277,214545480,0.01,fixed,17.94541,0.0000000161,11003,68227,68227,57.572,,,11,1595,15,0.3,False,192.1,
RecSys2015,12935,70442,214821277,214545480,0.1,fixed,17.94541,0.0000000161,11003,68227,68227,57.572,,,1,190,1,0.033,False,1744.59,
RecSys2015,12935,70442,214821277,214545480,0.5,fixed,17.94541,0.0000000161,11003,68227,68227,57.572,,,1,190,0,0.031,False,1875.29,
RecSys2015,12935,70442,214821277,214545480,1.608e-09,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,68227,59.181,True,0.97,0.0
RecSys2015,12935,70442,214821277,214545480,4.825e-09,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,68216,49.366,True,1.17,0.0
RecSys2015,12935,70442,214821277,214545480,8.042e-09,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,68175,61.137,True,0.94,0.0
RecSys2015,12935,70442,214821277,214545480,1.1259e-08,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,68101,57.952,True,0.99,0.0
RecSys2015,12935,70442,214821277,214545480,1.4476e-08,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,67983,59.992,True,0.96,0.0
RecSys2015,12935,70442,214821277,214545480,1.528e-08,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,67947,54.28,True,1.06,0.0
RecSys2015,12935,70442,214821277,214545480,1.5924e-08,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,67933,51.472,True,1.12,0.0
RecSys2015,12935,70442,214821277,214545480,1.6084e-08,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,17.94541,0.0000000161,11003,68227,67930,50.733,True,1.13,0.0
RecSys2015,12935,70442,214821277,214545480,1.7693e-08,adaptive,17.94541,0.0000000161,11003,68227,68227,57.572,,,10995,68222,67880,50.274,False,1.15,
RecSys2015,12935,70442,214826702,214839275,0.0001,fixed,13.402522,0.0000015113,6815,59393,59393,37.574,,,537,19414,1371,5.583,False,6.73,
RecSys2015,12935,70442,214826702,214839275,0.001,fixed,13.402522,0.0000015113,6815,59393,59393,37.574,,,162,10010,233,2.006,False,18.73,
RecSys2015,12935,70442,214826702,214839275,0.01,fixed,13.402522,0.0000015113,6815,59393,59393,37.574,,,17,2733,19,0.442,False,85.01,
RecSys2015,12935,70442,214826702,214839275,0.1,fixed,13.402522,0.0000015113,6815,59393,59393,37.574,,,1,155,1,0.027,False,1407.27,
RecSys2015,12935,70442,214826702,214839275,0.5,fixed,13.402522,0.0000015113,6815,59393,59393,37.574,,,1,155,0,0.025,False,1527.4,
RecSys2015,12935,70442,214826702,214839275,1.51133e-07,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,57116,40.85,True,0.92,0.0
RecSys2015,12935,70442,214826702,214839275,4.53398e-07,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,47567,39.4,True,0.95,0.0
RecSys2015,12935,70442,214826702,214839275,7.55664e-07,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,40669,42.681,True,0.88,0.0
RecSys2015,12935,70442,214826702,214839275,1.057929e-06,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,35711,39.16,True,0.96,0.0
RecSys2015,12935,70442,214826702,214839275,1.360195e-06,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,31982,36.72,True,1.02,0.0
RecSys2015,12935,70442,214826702,214839275,1.435761e-06,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,31172,30.001,True,1.25,0.0
RecSys2015,12935,70442,214826702,214839275,1.496214e-06,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,30557,34.793,True,1.08,0.0
RecSys2015,12935,70442,214826702,214839275,1.511327e-06,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,13.402522,0.0000015113,6815,59393,30411,34.379,True,1.09,0.0
RecSys2015,12935,70442,214826702,214839275,1.66246e-06,adaptive,13.402522,0.0000015113,6815,59393,59393,37.574,,,6617,58781,29242,29.435,False,1.28,
RecSys2015,12935,70442,214839313,214649730,0.0001,fixed,12.254062,0.0000047657,3896,49002,49002,27.546,,,503,19404,1027,4.248,False,6.48,
RecSys2015,12935,70442,214839313,214649730,0.001,fixed,12.254062,0.0000047657,3896,49002,49002,27.546,,,71,5975,105,1.272,False,21.66,
RecSys2015,12935,70442,214839313,214649730,0.01,fixed,12.254062,0.0000047657,3896,49002,49002,27.546,,,5,366,11,0.071,False,385.8,
RecSys2015,12935,70442,214839313,214649730,0.1,fixed,12.254062,0.0000047657,3896,49002,49002,27.546,,,1,234,1,0.038,False,728.73,
RecSys2015,12935,70442,214839313,214649730,0.5,fixed,12.254062,0.0000047657,3896,49002,49002,27.546,,,1,234,0,0.037,False,752.62,
RecSys2015,12935,70442,214839313,214649730,4.76572e-07,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,38985,26.18,True,1.05,0.0
RecSys2015,12935,70442,214839313,214649730,1.429715e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,26917,29.79,True,0.92,0.0
RecSys2015,12935,70442,214839313,214649730,2.382859e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,21613,24.452,True,1.13,0.0
RecSys2015,12935,70442,214839313,214649730,3.336002e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,18163,19.978,True,1.38,0.0
RecSys2015,12935,70442,214839313,214649730,4.289146e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,15235,18.625,True,1.48,0.0
RecSys2015,12935,70442,214839313,214649730,4.527431e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,14548,19.623,True,1.4,0.0
RecSys2015,12935,70442,214839313,214649730,4.71806e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,14192,28.793,True,0.96,0.0
RecSys2015,12935,70442,214839313,214649730,4.765717e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,12.254062,0.0000047657,3896,49002,14055,23.28,True,1.18,0.0
RecSys2015,12935,70442,214839313,214649730,5.242289e-06,adaptive,12.254062,0.0000047657,3896,49002,49002,27.546,,,3688,48065,13247,17.777,False,1.55,
RecSys2015,12935,70442,214826835,214680163,0.0001,fixed,13.377165,0.0000015501,6315,57201,57201,33.229,,,654,21958,1576,5.377,False,6.18,
RecSys2015,12935,70442,214826835,214680163,0.001,fixed,13.377165,0.0000015501,6315,57201,57201,33.229,,,150,9203,216,1.572,False,21.14,
RecSys2015,12935,70442,214826835,214680163,0.01,fixed,13.377165,0.0000015501,6315,57201,57201,33.229,,,9,1225,15,0.163,False,203.61,
RecSys2015,12935,70442,214826835,214680163,0.1,fixed,13.377165,0.0000015501,6315,57201,57201,33.229,,,2,371,2,0.05,False,659.32,
RecSys2015,12935,70442,214826835,214680163,0.5,fixed,13.377165,0.0000015501,6315,57201,57201,33.229,,,1,145,0,0.019,False,1786.53,
RecSys2015,12935,70442,214826835,214680163,1.55014e-07,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,54314,32.915,True,1.01,0.0
RecSys2015,12935,70442,214826835,214680163,4.65042e-07,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,44426,36.743,True,0.9,0.0
RecSys2015,12935,70442,214826835,214680163,7.7507e-07,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,37371,36.403,True,0.91,0.0
RecSys2015,12935,70442,214826835,214680163,1.085098e-06,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,31980,29.603,True,1.12,0.0
RecSys2015,12935,70442,214826835,214680163,1.395126e-06,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,27988,33.548,True,0.99,0.0
RecSys2015,12935,70442,214826835,214680163,1.472633e-06,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,26949,29.061,True,1.14,0.0
RecSys2015,12935,70442,214826835,214680163,1.534639e-06,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,26535,34.705,True,0.96,0.0
RecSys2015,12935,70442,214826835,214680163,1.55014e-06,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,13.377165,0.0000015501,6315,57201,26430,34.131,True,0.97,0.0
RecSys2015,12935,70442,214826835,214680163,1.705154e-06,adaptive,13.377165,0.0000015501,6315,57201,57201,33.229,,,6082,56394,25083,35.369,False,0.94,
RecSys2015,12935,70442,214717003,214538274,0.0001,fixed,13.478526,0.0000014007,6185,57019,57019,46.11,,,511,13971,1209,4.606,False,10.01,
RecSys2015,12935,70442,214717003,214538274,0.001,fixed,13.478526,0.0000014007,6185,57019,57019,46.11,,,47,3010,123,0.701,False,65.75,
RecSys2015,12935,70442,214717003,214538274,0.01,fixed,13.478526,0.0000014007,6185,57019,57019,46.11,,,13,957,20,0.176,False,262.43,
RecSys2015,12935,70442,214717003,214538274,0.1,fixed,13.478526,0.0000014007,6185,57019,57019,46.11,,,2,251,2,0.042,False,1100.47,
RecSys2015,12935,70442,214717003,214538274,0.5,fixed,13.478526,0.0000014007,6185,57019,57019,46.11,,,1,176,0,0.029,False,1606.61,
